,adam,adasoft,batch_size,bptt,bptt_multiplier,change_dropout,clip,cutoff,data,dropout,emsize,epochs,log_interval,lr,model,nhid,nlayers,save,seed,test_ppl,tied,train_time,val_ppl_1,val_ppl_2,val_ppl_3,val_ppl_4,val_ppl_5
./checkpoint/aws1-2,False,True,32,256,2.0,10000,0.25,"500,2000",./data/ptb,0.2,200,5,200,20,LSTM,200,1,./checkpoint/aws1-2.pt,1111,109.4198816043332,True,903.5189883708954,194.2503570639718,142.89476092527616,147.49249996661854,117.69226461513766,115.27575910834331
