,adam,adasoft,batch_size,bptt,bptt_multiplier,change_dropout,clip,cutoff,data,dropout,emsize,epochs,log_interval,lr,model,nhid,nlayers,save,seed,test_ppl,tied,train_time,val_ppl_1,val_ppl_2,val_ppl_3,val_ppl_4,val_ppl_5
./checkpoint/aws3,False,True,32,256,2.0,10000,0.25,"454,1071,5400",./data/ptb,0.2,200,5,200,20,LSTM,200,1,./checkpoint/aws3.pt,1111,108.76152664570333,True,820.9912168979645,184.88636460941197,144.00443983730858,145.22437465142096,115.92524864765112,113.87846497271401
