,adam,adasoft,batch_size,bptt,bptt_multiplier,change_dropout,clip,cutoff,data,dropout,emsize,epochs,log_interval,lr,model,nhid,nlayers,save,seed,test_ppl,tied,train_time,val_ppl_1,val_ppl_2,val_ppl_3,val_ppl_4,val_ppl_5
./checkpoint/aws6--adasoft,True,False,32,256,2.0,10000,0.25,"454,1071,2711",./data/ptb,0.2,200,5,200,0.01,LSTM,200,1,./checkpoint/aws6.pt--adasoft,1111,130.40332975870365,True,2978.1923637390137,200.14202720430774,167.29605221556847,151.63662336324973,143.3754260336185,137.67637729247642
